TT01x,TT02x,TT02bx,TT03x,TT04x,TT05x,TT06x,TT07x,TT08x,TT09x,TT10x,PT01x,PT02x,PT03x,PT04x,FT01x,FT03x,JT01x,JT02x,JT03x,JT04x,T_shx,T_sh_refx,onx,SC01x,SC02x,SC03x,VC02x,VC03x,VC04x,ErrorMSG,EmergencyShotdown,VC02xPath,WHeat,TimeHP,TT01z,TT02z,TT03z,TT04z,TT05z,TT06z,TT07z,SC01z,TT08z,TT09z,TT10z,TT11z,TT12z,TT13z,TT14z,TT15z,DC01z,DC02z,DC03z,VC01z,VC02z,VC03z,VC04z,SC02z,FC01,FC01ON,FC02,FC02ON,TT16z,TT17z,TimeHVAC
19.22,28.62,27.1,24.05,16.32,20.62,20.89,13.07,12.89,23.44,24.4,2.83,-0.01,7.81,2.85,0.0,0.49,15.99,-0.39,0.0,82.88,19.49,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470720.77,20.43,19.55,13.13,24.94,23.04,20.82,31.67,0.0,31.73,31.16,30.21,27.1,31.54,31.92,31.92,31.61,9.94,2.05,2.06,2.05,1.0,0.33,9.98,10.0,0.0,0.0,0.0,0.0,23.16,23.35,1681470721.23
19.13,28.62,27.1,24.23,16.14,20.8,20.98,12.98,12.89,23.44,24.58,2.83,-0.01,7.81,2.85,-0.0,0.49,12.78,0.78,0.0,91.34,19.59,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470722.77,20.43,19.61,13.07,25.0,23.04,20.82,31.67,0.0,31.67,31.16,30.27,27.16,31.54,31.92,31.86,31.61,9.94,2.05,2.06,2.06,1.0,0.33,9.98,10.0,0.0,0.0,0.0,0.0,23.23,23.29,1681470723.26
19.22,28.45,27.1,24.14,16.23,20.8,20.98,12.89,12.89,23.44,24.49,2.83,0.01,7.82,2.85,0.0,0.49,12.78,0.0,0.0,91.34,19.68,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470724.77,20.43,19.55,13.07,24.88,22.97,20.75,31.67,0.0,31.73,31.16,30.27,27.16,31.67,31.92,31.86,31.61,9.94,2.06,2.05,2.07,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.29,23.29,1681470725.24
19.22,28.54,27.16,24.14,16.23,20.8,20.98,12.89,12.89,23.35,24.58,2.84,0.07,7.82,2.85,0.0,0.49,9.57,0.39,0.0,87.95,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470726.78,20.5,19.55,13.13,24.88,23.04,20.82,31.67,0.0,31.73,31.16,30.21,27.16,31.61,31.92,31.92,31.54,9.94,2.05,2.07,2.07,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.23,23.29,1681470727.24
19.22,28.62,27.16,24.14,16.23,20.62,20.98,12.98,12.89,23.44,24.49,2.82,0.03,7.83,2.86,-0.0,0.5,12.78,-0.39,0.0,77.8,19.86,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470728.79,20.43,19.61,13.07,24.94,23.04,20.75,31.67,0.0,31.73,31.16,30.27,27.1,31.54,31.86,31.86,31.54,9.94,2.05,2.05,2.06,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.16,23.29,1681470729.24
19.22,28.62,27.16,24.14,16.32,20.8,20.89,12.89,12.98,23.44,24.67,2.84,0.06,7.82,2.86,0.0,0.49,15.99,0.0,0.0,87.95,19.87,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470730.79,20.5,19.55,13.13,24.88,23.04,20.75,31.67,0.0,31.8,31.16,30.21,27.04,31.54,31.92,31.86,31.54,9.94,2.05,2.06,2.07,1.0,0.32,9.98,10.0,0.0,0.0,0.0,0.0,23.23,23.35,1681470731.24
19.22,28.62,27.1,24.05,16.32,20.62,20.89,12.98,12.98,23.44,24.49,2.84,0.0,7.84,2.85,-0.0,0.5,19.21,0.0,0.0,79.5,19.86,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470732.8,20.43,19.55,13.07,24.94,22.97,20.82,31.67,0.0,31.8,31.16,30.34,27.16,31.61,31.92,31.86,31.54,9.94,2.05,2.06,2.06,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.23,23.35,1681470733.24
19.31,28.62,27.1,23.96,16.32,20.71,21.06,12.98,12.89,23.44,24.49,2.84,0.03,7.83,2.86,-0.0,0.49,22.42,0.0,0.0,81.19,19.77,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470734.79,20.5,19.61,13.07,24.94,23.04,20.75,31.67,0.0,31.86,31.16,30.27,27.1,31.61,31.92,31.86,31.67,9.95,2.05,2.07,2.07,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.16,23.35,1681470735.25
19.22,28.62,27.1,24.14,16.23,20.71,20.98,12.89,12.89,23.44,24.49,2.84,0.03,7.84,2.85,0.0,0.49,12.78,0.0,0.0,93.03,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470736.79,20.43,19.61,13.13,24.94,23.04,20.82,31.67,0.0,31.86,31.1,30.27,27.1,31.61,31.92,31.92,31.61,9.94,2.05,2.06,2.08,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.16,23.35,1681470737.23
19.22,28.62,27.16,24.14,16.23,20.8,20.98,12.98,12.89,23.44,24.49,2.83,0.03,7.84,2.84,-0.0,0.5,9.57,0.39,0.0,84.57,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470738.81,20.5,19.55,13.13,24.94,22.97,20.75,31.67,0.0,31.8,31.1,30.27,27.16,31.61,31.92,31.86,31.54,9.93,2.05,2.07,2.06,1.0,0.33,9.98,10.0,0.0,0.0,0.0,0.0,23.23,23.35,1681470739.24
19.31,28.62,27.16,24.14,16.23,20.62,20.98,12.98,12.89,23.44,24.49,2.84,0.04,7.84,2.86,0.0,0.49,22.42,0.0,0.0,96.41,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470740.81,20.43,19.61,13.2,25.0,23.1,20.82,31.73,0.0,31.92,31.1,30.27,27.1,31.67,31.92,31.92,31.54,9.94,2.05,2.06,2.07,1.0,0.32,9.97,10.0,0.0,0.0,0.0,0.0,23.16,23.29,1681470741.24
19.31,28.62,27.16,24.14,16.14,20.71,21.06,12.89,12.89,23.35,24.49,2.83,0.07,7.84,2.85,0.0,0.5,6.35,0.39,0.0,84.57,19.59,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470742.82,20.5,19.61,13.13,24.94,23.04,20.75,31.67,0.0,31.8,31.1,30.27,27.1,31.54,31.86,31.86,31.61,9.94,2.05,2.06,2.05,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.23,23.35,1681470743.24
19.22,28.62,27.16,23.96,16.23,20.8,20.89,12.98,12.98,23.44,24.4,2.83,0.03,7.85,2.86,0.0,0.5,19.21,0.0,0.0,84.57,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470744.82,20.43,19.55,13.13,24.94,23.04,20.82,31.73,0.0,31.86,31.1,30.27,27.16,31.61,31.86,31.92,31.54,9.94,2.05,2.06,2.06,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.23,23.35,1681470745.24
19.22,28.62,27.16,24.05,16.32,20.8,20.98,12.98,12.89,23.35,24.58,2.83,0.02,7.84,2.85,-0.0,0.5,19.21,0.0,0.0,89.64,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470746.83,20.5,19.61,13.26,24.94,23.04,20.75,31.67,0.0,31.86,31.1,30.27,27.23,31.67,31.86,31.86,31.54,9.95,2.05,2.06,2.07,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.16,23.35,1681470747.23
19.31,28.62,27.16,24.05,16.32,20.62,20.98,12.98,12.89,23.44,24.49,2.84,0.05,7.85,2.85,0.0,0.49,12.78,-0.39,0.0,79.5,19.77,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470748.83,20.43,19.61,13.2,24.94,23.04,20.75,31.67,0.0,31.92,31.1,30.21,27.1,31.54,31.86,31.86,31.48,9.94,2.05,2.06,2.05,1.0,0.33,9.98,10.0,0.0,0.0,0.0,0.0,23.16,23.29,1681470749.24
19.13,28.71,27.23,24.14,16.32,20.71,20.89,13.07,12.98,23.44,24.49,2.83,0.06,7.85,2.85,0.0,0.5,12.78,0.39,0.0,87.95,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470750.83,20.43,19.55,13.2,25.0,22.97,20.82,31.73,0.0,31.86,31.1,30.34,27.16,31.54,31.86,31.86,31.54,9.94,2.05,2.06,2.06,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.23,23.29,1681470751.24
19.22,28.62,27.23,24.05,16.23,20.71,20.89,12.98,12.98,23.44,24.49,2.85,0.01,7.84,2.85,0.0,0.49,15.99,0.39,0.0,87.95,19.86,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470752.84,20.43,19.55,13.26,24.94,23.04,20.75,31.73,0.0,31.92,31.16,30.27,27.16,31.61,31.86,31.86,31.61,9.94,2.06,2.07,2.05,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.23,23.29,1681470753.24
19.31,28.71,27.16,24.05,16.32,20.71,21.15,12.98,12.98,23.44,24.49,2.84,0.0,7.85,2.85,-0.0,0.5,32.06,-0.78,0.0,84.57,19.67,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470754.85,20.43,19.61,13.2,24.94,23.04,20.75,31.73,0.0,31.92,31.1,30.27,27.1,31.54,31.86,31.92,31.61,9.94,2.06,2.06,2.06,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.16,23.29,1681470755.24
19.31,28.54,27.16,24.05,16.32,20.71,21.06,12.98,12.98,23.44,24.32,2.82,0.01,7.86,2.85,0.0,0.49,15.99,0.39,0.0,82.88,19.86,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470756.86,20.5,19.61,13.26,25.0,23.04,20.82,31.73,0.0,31.86,31.1,30.27,27.16,31.61,31.86,31.86,31.54,9.94,2.06,2.05,2.07,1.0,0.32,9.98,10.0,0.0,0.0,0.0,0.0,23.23,23.29,1681470757.25
19.22,28.71,27.23,24.23,16.32,20.8,20.98,12.98,12.89,23.44,24.4,2.84,0.02,7.84,2.86,0.0,0.49,6.35,1.17,0.0,87.95,19.77,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470758.86,20.43,19.61,13.33,25.0,22.97,20.75,31.73,0.0,31.92,31.1,30.27,27.16,31.61,31.86,31.92,31.54,9.95,2.06,2.06,2.05,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.29,23.29,1681470759.24
19.31,28.62,27.16,24.05,16.23,20.8,20.89,13.07,13.07,23.44,24.49,2.83,0.02,7.85,2.86,-0.0,0.5,28.85,-0.39,0.0,82.88,19.86,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470760.85,20.43,19.55,13.26,24.94,23.04,20.82,31.73,0.0,31.92,31.04,30.27,27.16,31.61,31.86,31.92,31.61,9.94,2.07,2.05,2.06,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.16,23.35,1681470761.25
19.39,28.62,27.16,24.05,16.32,20.71,21.15,12.98,12.89,23.44,24.32,2.83,0.0,7.85,2.85,0.0,0.49,19.21,0.0,0.0,87.95,19.86,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470762.86,20.43,19.55,13.33,25.0,23.04,20.82,31.67,0.0,31.86,31.04,30.27,27.1,31.67,31.86,31.86,31.61,9.94,2.07,2.07,2.07,1.0,0.33,9.97,10.0,0.0,0.0,0.0,0.0,23.23,23.35,1681470763.24
19.31,28.62,27.23,24.05,16.32,20.89,21.06,12.89,12.89,23.44,24.4,2.85,0.07,7.85,2.86,0.0,0.49,12.78,0.78,0.0,84.57,19.86,15.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681470764.88,20.43,19.55,13.26,24.94,22.97,20.75,31.73,0.0,31.92,31.04,30.34,27.16,31.61,31.92,31.86,31.54,9.95,2.07,2.08,2.05,1.0,0.33,9.98,10.0,0.0,0.0,0.0,0.0,23.23,23.35,1681470765.24
