TT01x,TT02x,TT02bx,TT03x,TT04x,TT05x,TT06x,TT07x,TT08x,TT09x,TT10x,PT01x,PT02x,PT03x,PT04x,FT01x,FT03x,JT01x,JT02x,JT03x,JT04x,T_shx,T_sh_refx,onx,SC01x,SC02x,SC03x,VC02x,VC03x,VC04x,ErrorMSG,EmergencyShotdown,VC02xPath,WHeat,TimeHP,TT01z,TT02z,TT03z,TT04z,TT05z,TT06z,TT07z,SC01z,TT08z,TT09z,TT10z,TT11z,TT12z,TT13z,TT14z,TT15z,DC01z,DC02z,DC03z,VC01z,VC02z,VC03z,VC04z,SC02z,FC01,FC01ON,FC02,FC02ON,TT16z,TT17z,TimeHVAC
21.77,21.68,21.39,21.77,21.24,21.68,21.59,19.66,20.01,21.59,21.94,1.65,0.03,6.19,1.67,-0.0,0.5,12.78,0.0,0.0,45.67,36.26,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974188.36,15.86,15.23,9.45,17.96,20.24,14.79,21.51,0.0,21.45,21.26,20.75,20.05,26.27,35.03,34.97,32.05,0.04,2.0,6.25,2.08,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.45,24.75,1681974188.43
21.86,21.68,21.51,21.68,21.42,21.68,21.68,19.75,19.92,21.59,21.94,1.66,0.04,6.19,1.67,-0.0,0.5,12.78,-0.39,0.0,33.83,36.5,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974190.37,15.86,15.23,9.45,17.96,20.24,14.85,21.64,0.0,21.51,21.26,20.75,20.05,26.34,34.97,34.84,32.11,0.04,2.01,6.11,2.07,1.0,0.33,9.96,10.0,0.0,0.0,10.0,0.0,21.58,24.75,1681974190.44
21.77,21.68,21.45,21.68,21.33,21.77,21.59,19.83,20.1,21.59,21.94,1.66,0.06,6.18,1.67,0.0,0.5,12.78,-0.78,0.0,43.98,36.5,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974192.37,15.86,15.23,9.52,17.96,20.31,14.79,21.7,0.0,21.51,21.26,20.69,20.05,26.4,34.91,34.91,32.05,0.04,2.01,6.04,2.09,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.51,24.81,1681974192.44
21.77,21.68,21.51,21.68,21.42,21.68,21.68,19.75,19.92,21.59,21.94,1.65,0.02,6.2,1.67,-0.0,0.5,12.78,0.0,0.0,33.83,36.59,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974194.38,15.86,15.23,9.45,17.96,20.18,14.79,21.77,0.0,21.51,21.26,20.75,19.99,26.46,34.97,34.91,32.05,0.04,2.0,5.92,2.07,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.51,24.81,1681974194.43
21.77,21.59,21.45,21.68,21.42,21.77,21.77,19.75,19.92,21.59,21.94,1.65,0.03,6.19,1.68,-0.0,0.51,19.21,-0.39,0.0,42.29,36.35,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974196.38,15.86,15.23,9.45,17.96,20.31,14.79,21.89,0.0,21.58,21.32,20.69,19.99,26.53,34.97,34.91,32.11,0.04,2.01,5.83,2.07,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.51,24.81,1681974196.42
21.86,21.59,21.39,21.59,21.42,21.68,21.59,19.75,20.1,21.59,21.94,1.66,-0.02,6.18,1.67,-0.0,0.5,15.99,-0.78,0.0,33.83,36.44,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974198.4,15.86,15.23,9.45,17.96,20.24,14.85,21.96,0.0,21.64,21.26,20.69,19.99,26.66,35.03,34.91,32.11,0.04,2.0,5.68,2.08,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.51,24.81,1681974198.43
21.86,21.77,21.45,21.59,21.24,21.59,21.68,19.92,19.92,21.59,21.86,1.66,-0.01,6.19,1.66,0.0,0.5,12.78,-0.78,0.0,49.05,36.44,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974200.4,15.86,15.23,9.52,18.02,20.24,14.91,22.21,0.0,21.64,21.26,20.75,20.05,26.72,35.03,34.91,32.11,0.04,2.01,5.61,2.07,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.58,24.81,1681974200.43
21.77,21.68,21.39,21.68,21.33,21.68,21.77,19.75,20.01,21.59,21.94,1.66,-0.01,6.19,1.68,0.0,0.51,25.64,-0.78,0.0,42.29,36.35,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974202.4,15.86,15.23,9.45,18.02,20.24,14.85,22.28,0.0,21.64,21.32,20.75,20.05,26.78,34.97,34.91,32.11,0.04,2.01,5.5,2.07,1.0,0.33,9.96,10.0,0.0,0.0,10.0,0.0,21.51,24.88,1681974202.43
21.77,21.59,21.39,21.59,21.15,21.77,21.68,19.75,19.92,21.59,21.94,1.66,0.01,6.18,1.68,0.0,0.5,12.78,0.0,0.0,37.21,36.35,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974204.4,15.93,15.23,9.45,17.96,20.24,14.85,22.59,0.0,21.7,21.26,20.69,19.99,26.85,34.97,34.91,32.18,0.04,2.0,5.4,2.08,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.58,24.88,1681974204.43
21.77,21.68,21.45,21.68,21.33,21.77,21.5,19.83,19.92,21.59,21.94,1.67,0.0,6.19,1.67,-0.0,0.5,6.35,-0.78,0.0,35.52,36.19,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1681974206.41,15.86,15.23,9.52,18.02,20.31,14.85,22.72,0.0,21.7,21.26,20.69,20.05,27.04,34.91,34.91,32.05,0.04,2.0,5.26,2.06,1.0,0.33,9.97,10.0,0.0,0.0,10.0,0.0,21.51,24.88,1681974206.43
