TT01x,TT02x,TT02bx,TT03x,TT04x,TT05x,TT06x,TT07x,TT08x,TT09x,TT10x,PT01x,PT02x,PT03x,PT04x,FT01x,FT03x,JT01x,JT02x,JT03x,JT04x,T_shx,T_sh_refx,onx,SC01x,SC02x,SC03x,VC02x,VC03x,VC04x,ErrorMSG,EmergencyShotdown,VC02xPath,WHeat,TimeHP,TT01z,TT02z,TT03z,TT04z,TT05z,TT06z,TT07z,SC01z,TT08z,TT09z,TT10z,TT11z,TT12z,TT13z,TT14z,TT15z,DC01z,DC02z,DC03z,VC01z,VC02z,VC03z,VC04z,SC02z,FC01,FC01ON,FC02,FC02ON,TT16z,TT17z,TimeHVAC
10.78,98.5,32.81,23.88,-2.67,11.13,10.96,10.17,12.36,23.35,23.79,2.39,0.02,11.23,2.49,0.03,0.48,2307.64,177.26,0.0,111.63,14.94,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909539.89,13.9,14.53,14.34,28.94,29.58,25.39,32.94,0.0,45.38,41.57,41.38,31.99,29.64,36.43,36.24,33.96,0.04,10.0,2.17,9.87,1.0,0.1,9.96,10.0,0.0,0.0,10.0,10.0,29.58,27.92,1681909539.9
10.69,98.41,32.81,23.88,-2.58,11.13,10.96,10.17,12.45,23.44,23.79,2.4,0.02,11.24,2.47,0.03,0.48,2436.2,198.3,0.0,108.25,14.94,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909541.89,13.83,14.4,14.4,28.88,29.58,25.32,32.94,0.0,45.38,41.64,41.38,32.11,29.58,36.49,36.3,34.02,0.04,10.0,2.19,9.88,1.0,0.1,9.96,10.0,0.0,0.0,10.0,10.0,29.51,27.92,1681909541.91
10.87,98.58,32.88,23.88,-2.58,11.13,11.04,10.17,12.45,23.44,23.79,2.38,-0.01,11.25,2.49,0.03,0.48,2339.78,148.04,0.0,99.79,15.08,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909543.9,13.9,14.47,14.34,28.94,29.58,25.45,32.94,0.0,45.44,41.64,41.45,31.99,29.64,36.49,36.3,33.96,0.04,10.0,2.18,9.88,1.0,0.1,9.96,10.0,0.0,0.0,10.0,10.0,29.51,27.92,1681909543.91
10.78,98.5,32.88,23.7,-2.67,11.13,11.04,10.25,12.45,23.44,23.79,2.4,0.02,11.25,2.46,0.03,0.49,2233.71,210.77,0.0,111.63,14.92,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909545.91,13.9,14.47,14.34,28.88,29.64,25.32,32.94,0.0,45.38,41.64,41.38,31.99,29.64,36.49,36.3,33.96,0.04,10.0,2.19,9.89,1.0,0.1,9.97,10.0,0.0,0.0,10.0,10.0,29.58,27.92,1681909545.92
10.78,98.5,32.81,23.88,-2.58,11.04,11.04,10.08,12.45,23.44,23.79,2.37,0.02,11.22,2.47,0.03,0.49,2346.21,136.74,0.0,103.18,14.94,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909547.9,13.96,14.4,14.4,28.88,29.58,25.32,32.94,0.0,45.44,41.64,41.38,32.05,29.58,36.49,36.24,33.96,0.04,10.0,2.19,9.89,1.0,0.1,9.97,10.0,0.0,0.0,10.0,10.0,29.64,27.86,1681909547.92
10.78,98.58,32.94,23.88,-2.58,11.13,10.96,10.08,12.45,23.44,23.79,2.39,0.01,11.24,2.47,0.03,0.49,2333.35,186.61,0.0,108.25,15.27,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909549.91,13.83,14.47,14.34,29.0,29.58,25.32,32.88,0.0,45.51,41.64,41.51,32.05,29.64,36.49,36.3,33.96,0.04,10.0,2.19,9.9,1.0,0.1,9.96,10.0,0.0,0.0,10.0,10.0,29.58,27.92,1681909549.92
10.78,98.5,32.81,23.96,-2.67,11.13,10.96,10.17,12.54,23.44,23.7,2.37,-0.02,11.24,2.46,0.03,0.48,2253.0,187.0,0.0,113.32,15.08,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909551.92,13.9,14.47,14.4,28.94,29.64,25.39,32.88,0.0,45.38,41.57,41.45,32.05,29.7,36.49,36.3,33.89,0.04,10.0,2.19,9.9,1.0,0.1,9.96,10.0,0.0,0.0,10.0,10.0,29.58,27.86,1681909551.94
10.78,98.5,32.88,23.79,-2.58,11.13,10.96,10.25,12.36,23.35,23.79,2.39,0.04,11.23,2.48,0.03,0.48,2330.14,146.87,0.0,106.56,14.94,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909553.92,13.9,14.47,14.34,28.94,29.51,25.26,32.88,0.0,45.44,41.64,41.51,32.05,29.64,36.49,36.3,33.89,0.04,10.0,2.19,9.89,1.0,0.09,9.96,10.0,0.0,0.0,10.0,10.0,29.51,27.86,1681909553.94
10.78,98.5,32.88,23.79,-2.67,11.13,10.87,10.17,12.45,23.35,23.79,2.37,0.01,11.24,2.5,0.03,0.49,2468.34,221.28,0.0,116.71,14.94,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909555.92,13.83,14.47,14.4,29.0,29.58,25.32,32.94,0.0,45.44,41.64,41.45,32.11,29.58,36.43,36.37,33.96,0.04,10.0,2.18,9.89,1.0,0.1,9.96,10.0,0.0,0.0,10.0,10.0,29.58,27.86,1681909555.94
10.78,98.58,32.94,23.79,-2.75,11.04,10.96,10.17,12.36,23.26,23.7,2.37,-0.01,11.25,2.47,0.03,0.48,2262.64,148.04,0.0,108.25,15.16,15.0,1.0,52.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1681909557.94,13.9,14.47,14.4,28.94,29.58,25.32,32.94,0.0,45.51,41.64,41.45,32.05,29.7,36.49,36.3,33.96,0.04,10.0,2.19,9.89,1.0,0.1,9.96,10.0,0.0,0.0,10.0,10.0,29.64,27.86,1681909557.96
