TT01x,TT02x,TT02bx,TT03x,TT04x,TT05x,TT06x,TT07x,TT08x,TT09x,TT10x,PT01x,PT02x,PT03x,PT04x,FT01x,FT03x,JT01x,JT02x,JT03x,JT04x,T_shx,T_sh_refx,onx,SC01x,SC02x,SC03x,VC02x,VC03x,VC04x,ErrorMSG,EmergencyShotdown,VC02xPath,WHeat,TimeHP,TT01z,TT02z,TT03z,TT04z,TT05z,TT06z,TT07z,SC01z,TT08z,TT09z,TT10z,TT11z,TT12z,TT13z,TT14z,TT15z,DC01z,DC02z,DC03z,VC01z,VC02z,VC03z,VC04z,SC02z,FC01,FC01ON,FC02,FC02ON,TT16z,TT17z,TimeHVAC
23.35,22.21,24.43,22.47,25.37,22.12,22.12,27.83,27.83,22.65,22.82,2.0,0.01,5.47,2.01,-0.0,0.54,25.64,-1.17,0.0,84.57,32.96,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499820.76,8.44,9.33,7.93,14.79,13.39,21.13,20.94,0.0,21.96,27.29,24.18,16.88,27.92,29.19,29.13,27.8,0.04,9.97,2.17,9.82,1.0,0.09,9.97,10.0,0.0,0.0,0.0,10.0,14.66,21.2,1682499821.22
23.26,22.21,24.31,22.47,25.37,22.12,22.03,27.83,28.1,22.65,22.73,1.99,0.02,5.51,2.01,-0.0,0.53,15.99,-0.39,0.0,89.64,33.18,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499822.75,8.44,9.33,7.93,14.91,13.52,21.2,21.26,0.0,21.7,27.1,24.31,17.07,27.92,29.19,29.19,27.73,0.04,9.99,2.18,9.83,1.0,0.09,9.97,10.0,0.0,0.0,0.0,10.0,14.79,21.26,1682499823.22
23.35,22.12,24.31,22.56,25.37,22.21,22.12,27.66,28.01,22.65,22.82,2.01,-0.01,5.55,2.01,0.0,0.53,9.57,-0.78,0.0,96.41,33.27,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499824.76,8.44,9.26,7.93,15.1,13.45,21.13,21.64,0.0,21.39,27.04,24.37,17.39,27.92,29.26,29.19,27.73,0.04,9.97,2.18,9.81,1.0,0.1,9.97,10.0,0.0,0.0,0.0,10.0,14.79,21.2,1682499825.22
23.26,22.29,24.31,22.47,25.37,22.12,22.12,27.83,28.01,22.65,22.82,1.99,0.02,5.58,2.02,0.0,0.53,22.42,-0.78,0.0,87.95,33.05,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499826.76,8.5,9.33,7.87,15.42,13.45,21.2,21.96,0.0,21.13,26.91,24.31,17.64,27.99,29.19,29.19,27.73,0.04,9.98,2.18,9.83,1.0,0.09,9.97,10.0,0.0,0.0,0.0,10.0,14.79,21.2,1682499827.22
23.35,22.29,24.31,22.38,25.37,22.12,22.03,27.74,27.92,22.65,22.82,2.0,-0.01,5.62,2.02,-0.0,0.53,22.42,-0.78,0.0,82.88,33.18,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499828.77,8.5,9.33,7.87,15.67,13.52,21.13,22.28,0.0,20.94,26.72,24.31,17.83,27.92,29.26,29.19,27.8,0.04,10.0,2.17,9.83,1.0,0.1,9.97,10.0,0.0,0.0,0.0,10.0,14.79,21.26,1682499829.22
23.35,22.21,24.31,22.38,25.37,22.12,22.03,27.83,27.92,22.65,22.82,1.99,-0.01,5.67,2.02,0.0,0.53,28.85,-0.78,0.0,82.88,32.92,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499830.77,8.5,9.39,7.8,15.93,13.52,21.13,22.59,0.0,20.88,26.66,24.37,18.15,27.86,29.19,29.19,27.67,0.04,9.98,2.17,9.82,1.0,0.1,9.97,10.0,0.0,0.0,0.0,10.0,14.85,21.26,1682499831.22
23.35,22.21,24.31,22.56,25.2,22.12,22.12,27.74,27.92,22.65,22.82,2.0,0.02,5.73,2.02,0.0,0.53,9.57,-0.39,0.0,89.64,33.14,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499832.78,8.5,9.39,7.87,16.12,13.58,21.13,22.91,0.0,20.82,26.53,24.18,18.34,27.92,29.26,29.19,27.8,0.04,9.99,2.17,9.83,1.0,0.1,9.97,10.0,0.0,0.0,0.0,10.0,14.91,21.32,1682499833.22
23.44,22.21,24.24,22.56,25.46,22.03,22.03,27.74,27.92,22.73,22.73,2.0,0.0,5.78,2.01,-0.0,0.53,9.57,-0.39,0.0,82.88,33.18,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499834.78,8.5,9.33,7.87,16.31,13.58,21.2,23.29,0.0,20.62,26.34,24.24,18.59,27.86,29.26,29.13,27.73,0.04,9.97,2.17,9.83,1.0,0.1,9.97,10.0,0.0,0.0,0.0,10.0,14.98,21.26,1682499835.22
23.35,22.03,24.24,22.56,25.37,22.12,22.21,27.57,27.92,22.65,22.82,2.01,0.02,5.83,2.01,-0.0,0.53,-0.08,-0.78,0.0,87.95,33.18,15.0,1.0,35.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499836.79,8.5,9.39,7.87,16.44,13.71,21.13,23.54,0.0,20.75,26.21,24.18,18.78,27.92,29.26,29.19,27.67,0.04,9.97,2.17,9.83,1.0,0.1,9.97,10.0,0.0,0.0,0.0,10.0,15.04,21.26,1682499837.22
23.35,22.12,24.18,22.65,25.37,22.12,22.12,27.66,28.01,22.65,22.82,2.0,-0.01,5.87,2.13,0.0,0.53,12.78,-0.78,0.0,93.03,32.65,15.0,1.0,35.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1682499838.79,8.56,9.39,7.8,16.56,13.64,21.2,23.8,0.0,20.82,26.02,24.12,19.04,27.92,29.26,29.19,27.8,0.04,9.98,2.19,9.83,1.0,0.11,9.97,10.0,0.0,0.0,0.0,10.0,15.04,21.26,1682499839.22
