TT01x,TT02x,TT02bx,TT03x,TT04x,TT05x,TT06x,TT07x,TT08x,TT09x,TT10x,PT01x,PT02x,PT03x,PT04x,FT01x,FT03x,JT01x,JT02x,JT03x,JT04x,T_shx,T_sh_refx,onx,SC01x,SC02x,SC03x,VC02x,VC03x,VC04x,ErrorMSG,EmergencyShotdown,VC02xPath,WHeat,TimeHP,TT01z,TT02z,TT03z,TT04z,TT05z,TT06z,TT07z,SC01z,TT08z,TT09z,TT10z,TT11z,TT12z,TT13z,TT14z,TT15z,DC01z,DC02z,DC03z,VC01z,VC02z,VC03z,VC04z,SC02z,FC01,FC01ON,FC02,FC02ON,TT16z,TT17z,TimeHVAC
24.32,27.66,32.81,26.34,21.94,25.37,25.55,15.79,15.7,25.37,25.37,3.06,0.02,10.67,3.06,0.0,0.52,12.78,146.09,0.0,101.48,22.89,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694927.97,23.61,23.93,12.44,26.21,24.88,25.07,42.78,0.0,42.71,41.13,25.77,25.64,42.27,43.16,42.91,42.08,9.94,9.98,2.17,9.85,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,23.61,23.29,1682694928.38
24.4,27.57,32.81,26.43,21.86,25.37,25.63,15.62,15.7,25.37,25.55,3.07,0.03,10.67,3.07,-0.0,0.52,6.35,189.34,0.0,104.87,22.89,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694929.96,23.61,23.86,12.44,26.21,24.94,25.13,42.78,0.0,42.71,41.0,25.7,25.7,42.4,43.16,42.91,42.02,9.94,10.0,2.2,9.84,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,23.61,23.29,1682694930.38
24.4,27.66,32.81,26.34,21.86,25.28,25.55,15.7,15.79,25.46,25.46,3.04,-0.03,10.67,3.07,-0.0,0.53,12.78,188.56,0.0,103.18,22.8,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694931.97,23.67,23.93,12.44,26.27,24.94,25.07,42.71,0.0,42.78,41.06,25.77,25.77,42.33,43.22,42.91,42.02,9.94,10.0,2.19,9.83,1.0,0.33,9.98,10.0,0.0,0.0,5.0,0.0,23.61,23.23,1682694932.38
24.32,27.66,32.75,26.34,21.86,25.37,25.46,15.79,15.79,25.28,25.55,3.07,0.04,10.67,3.08,-0.0,0.52,19.21,176.48,0.0,101.48,22.89,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694933.96,23.67,23.93,12.5,26.27,24.88,25.13,42.78,0.0,42.78,41.06,25.77,25.64,42.4,43.1,42.91,42.08,9.94,9.99,2.2,9.83,1.0,0.33,9.98,10.0,0.0,0.0,5.0,0.0,23.67,23.23,1682694934.37
24.32,27.66,32.81,26.34,21.94,25.46,25.55,15.7,15.88,25.37,25.46,3.07,0.01,10.68,3.07,-0.0,0.52,15.99,187.78,0.0,108.25,22.98,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694935.97,23.61,23.93,12.5,26.34,24.94,25.13,42.71,0.0,42.71,41.0,25.77,25.77,42.27,43.22,42.91,42.02,9.94,9.97,2.19,9.84,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,23.67,23.23,1682694936.37
24.4,27.57,32.81,26.34,21.94,25.28,25.72,15.7,15.79,25.37,25.46,3.05,0.02,10.68,3.07,-0.0,0.51,-9.72,149.6,0.0,93.03,22.89,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694937.98,23.67,23.93,12.44,26.34,24.88,25.13,42.71,0.0,42.71,41.06,25.77,25.7,42.33,43.16,42.97,42.08,9.94,9.98,2.19,9.81,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,23.61,23.23,1682694938.37
24.4,27.66,32.88,26.34,21.86,25.46,25.72,15.7,15.79,25.28,25.46,3.04,0.03,10.67,3.08,-0.0,0.52,15.99,218.56,0.0,98.1,22.98,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694939.99,23.67,23.93,12.44,26.34,24.88,25.07,42.71,0.0,42.71,41.06,25.7,25.7,42.33,43.22,42.91,42.02,9.94,9.99,2.19,9.82,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,23.61,23.23,1682694940.39
24.4,27.57,32.81,26.43,21.86,25.28,25.55,15.7,15.62,25.37,25.46,3.04,0.02,10.68,3.06,0.0,0.52,-3.29,136.74,0.0,99.79,22.8,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694941.99,23.61,23.93,12.5,26.34,24.94,25.2,42.71,0.0,42.71,41.0,25.83,25.77,42.27,43.1,42.97,42.08,9.94,9.97,2.19,9.85,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,23.67,23.23,1682694942.37
24.4,27.74,32.75,26.34,21.86,25.37,25.63,15.79,15.62,25.37,25.46,3.05,0.03,10.67,3.07,0.0,0.52,9.57,208.43,0.0,108.25,22.8,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694943.99,23.61,23.93,12.5,26.34,24.88,25.07,42.78,0.0,42.71,41.06,25.7,25.7,42.33,43.16,42.91,42.02,9.94,9.98,2.19,9.85,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,23.54,23.29,1682694944.38
24.4,27.66,32.81,26.16,21.94,25.37,25.63,15.7,15.79,25.37,25.46,3.05,-0.02,10.66,3.07,-0.0,0.51,6.35,149.6,0.0,101.48,22.98,15.0,0.0,52.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682694946.0,23.74,23.93,12.5,26.34,24.94,25.13,42.78,0.0,42.71,41.0,25.77,25.77,42.27,43.16,42.91,42.02,9.94,10.0,2.19,9.82,1.0,0.33,9.98,10.0,0.0,0.0,5.0,0.0,23.74,23.29,1682694946.38
