TT01x,TT02x,TT02bx,TT03x,TT04x,TT05x,TT06x,TT07x,TT08x,TT09x,TT10x,PT01x,PT02x,PT03x,PT04x,FT01x,FT03x,JT01x,JT02x,JT03x,JT04x,T_shx,T_sh_refx,onx,SC01x,SC02x,SC03x,VC02x,VC03x,VC04x,ErrorMSG,EmergencyShotdown,VC02xPath,WHeat,TimeHP,TT01z,TT02z,TT03z,TT04z,TT05z,TT06z,TT07z,SC01z,TT08z,TT09z,TT10z,TT11z,TT12z,TT13z,TT14z,TT15z,DC01z,DC02z,DC03z,VC01z,VC02z,VC03z,VC04z,SC02z,FC01,FC01ON,FC02,FC02ON,TT16z,TT17z,TimeHVAC
23.26,26.43,30.34,25.46,22.21,23.96,24.14,18.52,18.69,24.67,24.76,3.09,-0.02,8.92,3.12,0.0,0.52,-0.08,-0.39,0.0,86.26,21.57,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683982.13,13.39,14.15,13.01,34.27,32.3,23.48,36.05,0.0,36.56,35.86,35.8,35.16,35.48,37.07,36.75,35.54,9.94,10.0,2.2,9.83,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,30.46,25.13,1682683982.49
23.26,26.43,30.27,25.46,22.12,23.96,24.14,18.43,18.52,24.67,24.67,3.1,0.0,8.91,3.12,-0.0,0.53,22.42,-0.78,0.0,94.72,21.39,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683984.14,13.45,14.21,13.01,34.27,32.3,23.48,35.92,0.0,36.49,35.86,35.67,35.1,35.42,37.07,36.81,35.54,9.94,9.99,2.19,9.83,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,30.53,25.07,1682683984.5
23.26,26.34,30.21,25.55,22.21,23.96,24.14,18.52,18.6,24.58,24.76,3.1,0.03,8.91,3.12,-0.0,0.53,9.57,-0.39,0.0,96.41,21.3,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683986.15,13.39,14.15,12.94,34.27,32.3,23.42,35.99,0.0,36.49,35.86,35.67,35.1,35.48,37.07,36.75,35.48,9.94,9.99,2.19,9.84,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,30.4,25.07,1682683986.49
23.35,26.34,30.27,25.55,22.12,23.96,24.23,18.52,18.52,24.67,24.76,3.09,0.03,8.9,3.11,-0.0,0.53,6.35,-1.17,0.0,91.34,21.39,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683988.16,13.39,14.21,12.94,34.34,32.37,23.42,35.86,0.0,36.49,35.86,35.73,35.03,35.42,37.13,36.75,35.42,9.94,9.98,2.19,9.84,1.0,0.33,9.98,10.0,0.0,0.0,5.0,0.0,30.4,25.13,1682683988.5
23.26,26.34,30.21,25.63,22.21,24.05,24.23,18.43,18.6,24.58,24.76,3.1,-0.01,8.89,3.13,-0.0,0.52,12.78,-0.39,0.0,89.64,21.3,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683990.15,13.39,14.15,12.94,34.34,32.3,23.48,35.99,0.0,36.49,35.92,35.67,35.03,35.42,37.13,36.75,35.48,9.94,10.0,2.19,9.82,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,30.4,25.13,1682683990.5
23.17,26.34,30.15,25.63,22.12,24.14,24.14,18.52,18.6,24.58,24.76,3.1,0.01,8.89,3.13,0.0,0.53,12.78,-0.39,0.0,101.48,21.47,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683992.15,13.39,14.21,13.01,34.34,32.37,23.42,35.92,0.0,36.43,35.8,35.73,35.03,35.42,37.07,36.75,35.48,9.94,10.0,2.18,9.84,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,30.4,25.07,1682683992.5
23.26,26.34,30.21,25.63,22.12,23.88,24.14,18.52,18.6,24.67,24.76,3.09,0.01,8.88,3.12,-0.0,0.53,12.78,-0.78,0.0,98.1,21.3,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683994.16,13.45,14.21,13.01,34.27,32.3,23.42,35.92,0.0,36.3,35.86,35.67,34.97,35.42,37.07,36.75,35.54,9.94,10.0,2.18,9.83,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,30.34,25.07,1682683994.5
23.26,26.25,30.21,25.55,22.21,23.96,24.23,18.43,18.52,24.58,24.67,3.1,0.02,8.88,3.11,0.0,0.53,-0.08,0.0,0.0,93.03,21.39,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683996.16,13.45,14.28,13.01,34.27,32.3,23.42,35.92,0.0,36.37,35.8,35.67,34.97,35.48,37.07,36.75,35.54,9.94,10.0,2.17,9.82,1.0,0.33,9.98,10.0,0.0,0.0,5.0,0.0,30.4,25.07,1682683996.49
23.26,26.34,30.21,25.63,22.21,23.96,24.05,18.52,18.6,24.58,24.76,3.11,0.06,8.87,3.12,-0.0,0.52,9.57,-0.78,0.0,96.41,21.3,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682683998.17,13.45,14.28,13.07,34.27,32.3,23.48,35.92,0.0,36.37,35.8,35.61,34.97,35.48,37.13,36.75,35.48,9.94,9.97,2.18,9.81,1.0,0.33,9.98,10.0,0.0,0.0,5.0,0.0,30.27,25.07,1682683998.5
23.26,26.43,30.27,25.46,22.12,23.96,24.14,18.52,18.6,24.67,24.76,3.1,0.0,8.87,3.11,-0.0,0.52,12.78,-0.78,0.0,94.72,21.39,15.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682684000.18,13.52,14.21,13.07,34.27,32.3,23.42,35.86,0.0,36.24,35.86,35.61,34.91,35.54,37.13,36.75,35.54,9.94,10.0,2.17,9.83,1.0,0.33,9.97,10.0,0.0,0.0,5.0,0.0,30.27,25.07,1682684000.49
