TT01x,TT02x,TT02bx,TT03x,TT04x,TT05x,TT06x,TT07x,TT08x,TT09x,TT10x,PT01x,PT02x,PT03x,PT04x,FT01x,FT03x,JT01x,JT02x,JT03x,JT04x,T_shx,T_sh_refx,onx,SC01x,SC02x,SC03x,VC02x,VC03x,VC04x,ErrorMSG,EmergencyShotdown,VC02xPath,WHeat,TimeHP,TT01z,TT02z,TT03z,TT04z,TT05z,TT06z,TT07z,SC01z,TT08z,TT09z,TT10z,TT11z,TT12z,TT13z,TT14z,TT15z,DC01z,DC02z,DC03z,VC01z,VC02z,VC03z,VC04z,SC02z,FC01,FC01ON,FC02,FC02ON,TT16z,TT17z,TimeHVAC
24.23,26.07,26.91,25.63,22.56,25.11,25.11,18.43,18.52,25.72,26.51,2.69,0.01,7.44,2.71,-0.0,0.53,6.35,-0.39,0.0,96.41,26.17,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703328.81,10.47,11.61,10.6,28.75,29.19,26.15,29.96,10.0,30.15,29.38,32.62,29.38,30.34,33.38,32.88,31.1,9.94,9.97,2.18,9.83,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.32,26.08,1682703328.83
24.14,26.25,26.78,25.63,22.47,25.11,25.2,18.43,18.34,25.72,26.43,2.7,-0.01,7.44,2.72,0.0,0.53,19.21,-0.78,0.0,98.1,26.07,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703330.82,10.47,11.61,10.66,28.75,29.32,26.21,29.89,10.0,30.15,29.45,32.69,29.38,30.34,33.45,32.88,31.1,9.95,9.99,2.17,9.83,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.32,26.08,1682703330.83
24.14,26.16,26.85,25.72,22.38,25.11,25.2,18.25,18.43,25.72,26.51,2.69,0.0,7.43,2.72,-0.0,0.52,-0.08,0.0,0.0,96.41,25.88,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703332.82,10.53,11.55,10.66,28.81,29.13,26.15,29.96,10.0,30.15,29.45,32.69,29.45,30.4,33.45,32.81,31.16,9.95,9.98,2.18,9.83,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.32,26.08,1682703332.84
24.23,26.16,26.85,25.63,22.38,25.11,25.2,18.43,18.43,25.72,26.51,2.7,0.01,7.44,2.72,0.0,0.53,15.99,-0.78,0.0,98.1,25.88,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703334.83,10.53,11.55,10.66,28.81,29.19,26.27,29.89,10.0,30.15,29.45,32.62,29.45,30.34,33.38,32.81,31.1,9.95,9.97,2.18,9.81,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.38,26.15,1682703334.85
24.14,26.16,26.78,25.72,22.47,25.11,25.11,18.34,18.52,25.72,26.51,2.71,0.0,7.44,2.72,-0.0,0.52,6.35,-0.39,0.0,103.18,25.98,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703336.83,10.53,11.55,10.66,28.81,29.13,26.15,29.96,10.0,30.15,29.45,32.69,29.45,30.34,33.38,32.81,31.1,9.94,9.99,2.18,9.82,1.0,0.33,9.98,0.0,0.0,0.0,5.0,10.0,29.32,26.08,1682703336.85
24.14,26.16,26.85,25.63,22.47,25.11,25.2,18.43,18.43,25.72,26.51,2.7,0.01,7.43,2.73,0.0,0.53,15.99,-0.78,0.0,99.79,26.07,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703338.84,10.53,11.61,10.6,28.75,29.13,26.27,29.89,10.0,30.15,29.45,32.69,29.38,30.34,33.45,32.88,31.16,9.94,9.98,2.18,9.85,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.26,26.02,1682703338.86
24.14,26.34,26.78,25.63,22.47,25.02,25.11,18.52,18.43,25.72,26.51,2.7,0.0,7.44,2.73,-0.0,0.53,19.21,-0.78,0.0,94.72,26.19,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703340.85,10.41,11.61,10.72,28.75,29.13,26.21,29.96,10.0,30.21,29.45,32.69,29.45,30.34,33.45,32.88,31.23,9.94,9.99,2.19,9.83,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.32,26.08,1682703340.86
24.23,26.16,26.85,25.72,22.47,25.11,25.2,18.43,18.52,25.72,26.51,2.69,0.03,7.43,2.73,-0.0,0.52,6.35,-0.78,0.0,98.1,25.98,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703342.84,10.47,11.61,10.53,28.81,29.13,26.21,29.89,10.0,30.15,29.51,32.69,29.45,30.27,33.45,32.88,31.16,9.94,9.98,2.19,9.83,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.38,26.15,1682703342.86
24.14,26.07,26.85,25.63,22.38,25.02,25.11,18.34,18.34,25.72,26.51,2.7,-0.02,7.43,2.73,0.0,0.52,6.35,-0.39,0.0,96.41,25.98,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703344.84,10.47,11.55,10.6,28.75,29.13,26.21,29.89,10.0,30.08,29.45,32.69,29.45,30.34,33.45,32.81,31.16,9.94,9.98,2.19,9.82,1.0,0.33,9.98,0.0,0.0,0.0,5.0,10.0,29.26,26.08,1682703344.86
24.05,26.07,26.85,25.63,22.38,25.11,25.02,18.34,18.43,25.72,26.6,2.69,0.0,7.43,2.73,-0.0,0.52,15.99,-0.78,0.0,106.56,26.07,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703346.85,10.53,11.61,10.6,28.75,29.13,26.27,29.96,10.0,30.15,29.45,32.69,29.38,30.34,33.45,32.88,31.1,9.94,9.98,2.19,9.82,1.0,0.33,9.98,0.0,0.0,0.0,5.0,10.0,29.32,26.08,1682703346.86
24.23,26.07,26.78,25.55,22.56,25.11,25.2,18.43,18.52,25.72,26.51,2.69,0.01,7.43,2.71,0.0,0.53,3.14,-0.78,0.0,98.1,26.09,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703348.86,10.47,11.61,10.6,28.75,29.19,26.27,29.89,10.0,30.15,29.38,32.69,29.38,30.27,33.45,32.81,31.04,9.94,10.0,2.19,9.84,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.32,26.15,1682703348.88
24.23,26.16,26.85,25.55,22.38,25.02,25.11,18.43,18.52,25.63,26.51,2.72,0.0,7.43,2.71,-0.0,0.53,15.99,-1.56,0.0,98.1,25.98,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703350.86,10.47,11.61,10.66,28.81,29.13,26.21,29.89,10.0,30.15,29.38,32.69,29.38,30.34,33.45,32.81,30.91,9.94,9.99,2.17,9.84,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.26,26.15,1682703350.88
24.05,26.16,26.78,25.72,22.47,25.2,25.11,18.34,18.43,25.72,26.6,2.7,-0.01,7.44,2.72,-0.0,0.53,19.21,-0.78,0.0,103.18,26.17,15.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1682703352.88,10.53,11.61,10.53,28.75,29.13,26.21,29.89,10.0,30.08,29.45,32.69,29.51,30.27,33.45,32.75,31.1,9.94,9.97,2.18,9.83,1.0,0.33,9.97,0.0,0.0,0.0,5.0,10.0,29.26,26.02,1682703352.89
